file_name,tool_type,peak_freq,peak_mag,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_spread,spectral_skewness,spectral_kurtosis,rms_energy,zero_crossing_rate,peak_to_peak,energy,duration,start_time,end_time,extract_date
20260724_133245.wav,Ghe_nhua,1515.52795,1.0,3463.033281,2152.915046,6211.180124,2152.915046,0.388539094,-1.055428859,0.072416961,0.227872671,1.706329346,13.50910187,0.161,3.6425625,3.8035625,
20260724_133245.wav,Ghe_nhua,1478.26087,1.0,3383.411964,2044.492111,5782.608696,2044.492111,0.477662332,-0.773799878,0.052702606,0.195652174,1.37991333,7.155006886,0.161,4.9955,5.1565,
20260724_133257.wav,Ghe_nhua,509.3167702,1.0,3057.655754,2011.141386,5614.906832,2011.141386,0.540546519,-0.672231708,0.05398342,0.187888199,1.587127686,7.507003784,0.161,1.1109375,1.2719375,
20260724_133257.wav,Ghe_nhua,509.3167702,1.0,3764.352298,2264.876801,6440.993789,2264.876801,0.122922216,-1.241035641,0.061115157,0.260481366,1.982269287,9.621520996,0.161,2.3596875,2.5206875,
20260724_133257.wav,Ghe_nhua,2534.161491,1.0,3442.549858,2126.354693,6192.546584,2126.354693,0.414950924,-0.973805613,0.043959837,0.232531056,1.197845459,4.97803545,0.161,3.71825,3.87925,
20260724_133257.wav,Ghe_nhua,2422.360248,1.0,3489.528967,2144.42055,5906.832298,2144.42055,0.398167047,-0.898890798,0.055127621,0.233695652,1.438018799,7.828604698,0.161,5.044875,5.205875,
20260724_133257.wav,Ghe_nhua,1378.723404,1.0,3232.812388,2006.825042,5600.0,2006.825042,0.577973939,-0.67044005,0.047366612,0.187765957,1.003082275,4.217960358,0.1175,6.2985,6.416,
20260724_133307.wav,Ghe_nhua,0.0,1.0,3258.953735,2072.980774,5826.086957,2072.980774,0.513895172,-0.702601571,0.05236809,0.218944099,1.32333374,7.064465523,0.161,1.0499375,1.2109375,
20260724_133307.wav,Ghe_nhua,2111.801242,1.0,3231.915957,1952.974057,5670.807453,1952.974057,0.541423123,-0.620088937,0.05923222,0.208074534,1.314422607,9.037782669,0.161,2.341125,2.502125,
20260724_133307.wav,Ghe_nhua,1298.136646,1.0,3403.465158,2124.257344,6018.63354,2124.257344,0.479923756,-1.022966913,0.052970398,0.205357143,1.49710083,7.227903366,0.161,3.7081875,3.8691875,
